Identifiers,Betweenness Centrality,Eigenvector Centrality
2016_GE,0.056725482846283835,0.07855158578630776
2016_CY,0.056725482846283835,0.0708878251943797
2015_GE,0.05453148570159569,0.06842655631008711
2017_BG,0.05443385141118311,0.054837360951323195
2011_BG,0.052889658216375306,0.015986973667904057
2018_AT,0.047165138947372266,0.014280169580864005
2017_GE,0.0469721677681731,0.08076213473717804
2016_BG,0.04680591729953566,0.0454480526994506
2013_AT,0.04620226607790077,0.003322267512361563
2021_CH,0.04275967924425726,0.04897542741102588
2012_SE,0.04117903232094519,0.0650747792678856
2018_AU,0.04045708984270881,0.04955616925799579
2023_CH,0.0404016636354983,0.049655336094215435
2015_AZ,0.04033908627451631,0.22248438689045577
2018_AZ,0.03820532685969299,1.0108990791726145
2018_BG,0.037842213353677163,0.053414403536973645
2021_MT,0.0367989601668154,0.04917914720590216
2016_HR,0.03637363323591869,0.00040331960401446726
2021_AL,0.03626963988795506,0.05607093801366569
2018_CY,0.03604756555106497,0.061964276546555605
2019_CY,0.03604239243839199,0.05242313042961669
2014_ME,0.03578698994186777,4.576534682938029e-05
2023_AL,0.035582354918544785,0.04886542900670278
2016_LT,0.035351781896549084,0.04880097439013602
2017_AM,0.03512786001941864,0.06983114908703261
2016_AM,0.03512268690674566,0.05913230831879433
2011_RU,0.03512046985845724,0.04874913515345338
2022_AU,0.03512046985845724,0.03961166823079183
2022_CH,0.03512046985845724,0.0434771259651266
2019_CH,0.03512046985845724,0.05547685385238212
2015_ME,0.03438071621252281,8.17254337362877e-06
2017_AT,0.034206571175112374,0.0029739036591618787
2008_UA,0.03290357523846322,1.24820663285652
2007_BY,0.03277247994147543,1.2096078405293549
2006_RU,0.03058055556098075,0.9058685791524484
2021_MD,0.029669077741871427,1.437780175027062
2016_AT,0.02854347646063351,0.0032866971379207793
2010_DK,0.02821187026070363,0.02472021817480456
2023_AT,0.027851757394646393,0.003273425726572879
2023_DE,0.027851757394646393,0.002950997575509193
2023_GB,0.027851757394646393,0.0026606352836401987
2023_AU,0.027851757394646393,0.002950997575509193
2014_AT,0.027851757394646393,0.002919934594667412
2017_DE,0.027851757394646393,0.003273425726572879
2012_AT,0.027851757394646393,0.002919934594667412
2015_AT,0.027851757394646393,0.003273425726572879
2023_GE,0.027851757394646393,0.003273425726572879
2023_AM,0.027851757394646393,0.0026606352836401987
2019_RU,0.02615198752836422,1.223042236417581
2017_MK,0.02448975997302667,0.043765795974073846
2021_GR,0.023953658341702988,0.9759877140510426
2008_GE,0.023842614135009585,0.2592998067625717
2010_RS,0.022651372974895757,1.4077534015387017e-06
2010_AZ,0.02264230947034527,0.1657074244123489
2004_GR,0.022569861259053484,1.1327349751974611
2013_SE,0.022459735543793862,0.03855129034188634
2018_MT,0.022360429082833515,0.036171314157652214
2013_GE,0.02193764999790635,0.03342120308592754
2019_MT,0.021768016477806747,0.03791226629367709
2007_ES,0.021710094918230245,0.027827095411272304
2017_CY,0.02160501298782659,0.03932480901515688
2018_MD,0.021473282782168826,1.1103722078744365
2016_RU,0.020788461199745683,1.1640652692888205
2014_RU,0.020782056393579135,1.1336189522685034
2013_RS,0.02075051272320904,1.5333698570056457e-06
2007_NO,0.019872900903226,0.024278938031829053
2013_AZ,0.019765352359971212,1.0430624108787638
2017_GR,0.01963425706298343,1.1087786351717699
2006_SE,0.019411015843138448,0.024227550668471206
2023_SE,0.019411015843138448,0.02569574563113529
2012_RS,0.019231046361805285,6.909545165036882e-06
2017_AZ,0.018809402487714736,0.21257240895842452
2008_RU,0.01866464946944524,0.7956534334422647
2022_GR,0.018589639335687025,0.6587589054971603
2019_ES,0.018589639335687025,0.7381993374954124
2005_GR,0.018589639335687025,0.9728278324947072
2007_RS,0.018582374983418325,5.042946741474307e-07
2014_UA,0.01857106979670956,0.15960586514662392
2016_RS,0.01827064567713151,7.6270597535828715e-06
2024_AT,0.017283669152511533,0.0007575179342916235
2021_CY,0.017283669152511533,0.000849391664990144
2022_AZ,0.01575675515111666,0.00372476148653207
2019_NL,0.015143363580030454,0.005943182179301145
2015_RS,0.014842534761161699,3.3851303263799746e-07
2021_HR,0.013957815483200131,0.00025329303318082303
2010_AM,0.013370659276787258,0.2519445806114672
2012_SI,0.013031440331286136,7.496803178702255e-08
2007_AM,0.012682635291280843,0.2537736978912292
2013_UA,0.011990916225293725,0.28398785129489607
2011_SI,0.011781764112713257,9.623943886956594e-09
2016_AU,0.010729220437785746,0.0063836216433408085
2022_AM,0.010327768418960048,0.00019855890392059692
2022_DE,0.010327768418960048,0.0001964610440092235
2022_AT,0.010327768418960048,0.0001964610440092235
2022_CY,0.010327768418960048,0.00022029605558998117
2022_GB,0.010327768418960048,0.00017898762846065724
2021_EE,0.010327768418960048,0.00019855890392059692
2021_CZ,0.010327768418960048,0.00019855890392059692
2021_ES,0.010327768418960048,0.00022029605558998117
2021_BG,0.010327768418960048,0.0001964610440092235
2024_DE,0.010327768418960048,0.00022029605558998117
2021_AT,0.010327768418960048,0.0002095275907883873
2012_IE,0.010282171125828209,0.21297025149406423
2005_SI,0.009737091328717685,1.1532365909268964e-09
2011_IE,0.009186709091117358,0.026659556756045866
2017_SI,0.008804637769412937,1.2792002530393551e-10
2004_DK,0.008800854417565179,0.0035471216289259355
2023_AZ,0.008800854417565179,0.0031974245573117093
2021_AZ,0.008800854417565179,0.0035471216289259355
2018_DK,0.008800854417565179,0.0035471216289259355
2008_ME,0.008469629456097704,3.0369649867112543e-07
2011_BA,0.008008483412106292,2.378285244499447e-07
2019_ME,0.008008483412106292,2.638744416501114e-07
2018_RS,0.008008483412106292,2.638744416501114e-07
2010_BA,0.008008483412106292,2.638744416501114e-07
2018_FI,0.007880867649237833,0.0033829407670580972
2018_CH,0.007832646848964694,0.0014809971458712755
2023_PL,0.007799760632686461,0.007058312443282608
2023_EE,0.0076392093858000274,0.004961563273951019
2014_NL,0.007504154194230428,0.0012200367448404208
2018_BE,0.007504154194230428,0.001220036744840421
2017_ES,0.007504154194230428,0.0010995516572693924
2015_NL,0.007504154194230428,0.001388709819740944
2023_BE,0.007504154194230428,0.001220036744840421
2016_NL,0.007504154194230428,0.001388709819740944
2016_BE,0.007504154194230428,0.001388709819740944
2021_NL,0.007504154194230428,0.0014077375388148869
2018_NL,0.007504154194230428,0.0012346946863577076
2018_DE,0.006955900733551483,0.0005063022648530251
2013_DK,0.006955900733551483,0.0006290956094001628
2021_SM,0.006955900733551483,0.0006290956094001628
2023_CY,0.006955900733551483,0.0005610568902824001
2019_CZ,0.006683292065442831,0.007761274013501346
2016_FI,0.00658611144880041,0.00043666744464914656
2011_AZ,0.00658389440051199,0.028197725769515875
2015_LV,0.006138267694539521,0.0008109329030484972
2010_HR,0.005909911720832236,2.9460312898092547e-05
2006_SI,0.00558437513048253,2.5293716262326468e-09
2022_PL,0.005281193777041061,0.007884421228650101
2017_CH,0.0052233657675181,0.0008978376596706149
2024_MT,0.0050112681479258965,0.005403566533942297
2017_IE,0.004992792745522394,0.0008966499895092613
2016_SI,0.00478069512593019,2.1515119843712302e-11
2018_SI,0.00478069512593019,2.181583003480846e-11
2016_IT,0.004761480707430548,0.0010194481248658085
2005_BA,0.004344675629207542,2.9750180964890466e-06
2022_SI,0.004318810065842639,1.6799496270718536e-11
2024_SI,0.004318810065842639,1.907159167282127e-11
2022_HR,0.004318810065842639,1.6799496270718536e-11
2012_AZ,0.004309572364640888,0.05100550070242574
2008_GR,0.004215214085660874,0.30572707889438844
2014_AZ,0.004071239673635711,0.027955707928123175
2011_RS,0.003883529585216131,1.935859265993904e-07
2005_BY,0.0037396677851675338,0.4822297532893793
2018_EE,0.0036618247563741063,0.003713908060483807
2013_GR,0.003650000498835865,0.16620686424645575
2007_GR,0.003650000498835865,0.1889982663833555
2013_CY,0.003650000498835865,0.16620686424645575
2015_GR,0.003650000498835865,0.1681772817361616
2016_GR,0.003650000498835865,0.16620686424645575
2015_MK,0.0036425575510104654,0.011210131439460343
2018_HR,0.003630047064240083,3.755636597575385e-05
2024_CY,0.003523495019673758,0.27081201944035216
2012_GR,0.003523495019673758,0.26763910279287617
2018_GR,0.003523495019673758,0.24136109463278987
2021_SE,0.003343167174185971,0.013905762927810043
2021_FI,0.00297380077086769,5.4500299717849657e-05
2017_FI,0.00297380077086769,5.4500299717849657e-05
2013_FI,0.00297380077086769,6.10724606399072e-05
2019_FI,0.00297380077086769,6.944703437531866e-05
2015_FI,0.00297380077086769,5.4500299717849657e-05
2017_CZ,0.0026187035366723806,0.007180711733382104
2016_MT,0.00252373996831838,0.0008140009564528718
2021_PL,0.0025185668556453994,0.001123314228332523
2015_PL,0.0025185668556453994,0.0009987862110915696
2014_PL,0.0025185668556453994,0.001123314228332523
2019_LV,0.002512654726876279,0.0036426138935105115
2015_ES,0.0020692450691922296,0.003932532361529857
2010_SE,0.0020685060530960895,0.004200504612515313
2016_LV,0.0020685060530960895,0.00011255996080910526
2012_PT,0.002065549988711529,4.530435965646828e-07
2008_PT,0.002065549988711529,4.530435965646828e-07
2007_SI,0.002064810972615389,3.9521683152366463e-07
2009_SI,0.002064810972615389,3.9521683152366463e-07
2010_MT,0.0020618549082308288,0.0007133497281237481
2012_GE,0.0016117322277464801,0.028185110036897366
2015_SE,0.0016110550895853787,0.0017476323835145255
2012_ES,0.0016073600091046783,0.0034991303391166116
2006_BA,0.0015550992541726377,1.538293954406578e-06
2004_CS,0.0014671809726018393,1.1128638808645517e-06
2008_RS,0.0014671809726018393,1.3827468659339465e-06
2016_CZ,0.0014020982884017706,0.001796517870767609
2018_CZ,0.0014020982884017706,0.001796517870767609
2014_EE,0.0013804820675896732,0.0005911665865463427
2006_AM,0.001379743051493533,0.03705586833682327
2015_AM,0.001379743051493533,0.02908022777799027
2009_GR,0.001158666386333224,0.40749885200660035
2024_AL,0.0011491700294978275,0.009668135430602368
2019_GB,0.0009596124008378964,0.0008593114717875993
2012_CY,0.0009219225799347523,0.01141692202490106
2009_RS,0.0009208140557905422,0.001623612698917063
2008_AM,0.0006917190659871168,0.03203877231519605
2016_ES,0.0006917190659871167,0.0034837868035533072
2017_RS,0.0006917190659871167,1.0152089272657691e-08
2005_LT,0.0006917190659871167,0.0005257019582554785
2016_ME,0.0006917190659871167,3.5957186843926438e-09
2017_SE,0.0006917190659871167,0.005292952380533753
2017_LV,0.0006917190659871167,1.4128282894146669e-05
2019_AZ,0.0006917190659871167,0.14017960132878254
2018_SM,0.0006917190659871167,0.00041117629946365485
2007_CY,0.0006917190659871167,0.03808797610151223
2018_ME,0.0005067802879280612,1.1382980794785527e-06
2018_ES,0.00046188506008755124,0.00043340202241324546
2005_SE,0.00046188506008755124,8.976197615748987e-05
2024_SE,0.00046188506008755124,0.0054229365764598934
2019_AL,0.00046188506008755124,0.005388303041576178
2004_SE,0.00046188506008755124,0.0001928052705766128
2016_CH,0.00046188506008755124,9.90934954997051e-05
2010_SI,0.00046188506008755124,2.380877198280406e-12
2005_NO,0.00046188506008755124,0.002674698759416855
2007_GE,0.00046188506008755124,0.006388856098859155
2021_SI,0.00046188506008755124,2.4430615499005824e-12
2007_MK,0.00046114604399141116,6.838251840665731e-08
2015_NO,0.00032165675584497073,2.3174148874808413e-14
2021_NO,0.0003083544661144492,2.9246295453647975e-14
2009_NO,0.00027971759238902105,2.0140181076749e-14
2018_NO,0.00027971759238902105,2.0140181076749002e-14
2017_NO,0.00027953283836498603,2.808388532157883e-14
2014_RO,0.00027953283836498603,2.2867720674470058e-14
2010_NO,0.00027953283836498603,2.2867720674470058e-14
2019_NO,0.00027953283836498603,2.2867720674470058e-14
2016_NO,0.00027953283836498603,2.808388532157883e-14
2014_NO,0.00027953283836498603,1.9285690129342018e-14
2022_NO,0.00027953283836498603,2.2867720674470058e-14
2011_NO,0.00027953283836498603,2.808388532157883e-14
2015_DK,0.0002490484243992076,7.130828011416447e-18
2012_LT,0.00023131203809184566,0.004804157506942645
2012_EE,0.00023131203809184566,5.854518774629202e-05
2023_IE,0.00023131203809184566,8.834071466584754e-05
2007_DK,0.00017921140331396987,1.1860583578862527e-17
2005_DK,0.00017921140331396987,6.880391104913085e-18
2014_DK,0.00017921140331396987,8.708773703827815e-18
2021_DK,0.00017921140331396987,6.880391104913085e-18
2006_DK,0.00017921140331396987,6.880391104913085e-18
2022_DK,0.00017921140331396987,7.100822139854732e-18
2016_DK,0.00017921140331396987,6.880391104913085e-18
2018_IL,0.0001333924053532848,1.4478309515463576e-18
2015_IL,0.00010974389027680217,1.033944054316417e-18
2012_DK,0.00010420126955575155,2.2650677530357143e-18
2016_IL,0.00010087569712312119,1.0155110534650106e-18
2013_IL,0.00010087569712312119,1.2956633329262522e-18
2010_IL,0.00010087569712312119,1.0155110534650106e-18
2008_IL,0.00010087569712312119,1.3519619431409001e-18
2019_LT,9.477881432996551e-05,1.8937621576715917e-23
2018_LT,8.73886533685647e-05,2.5506497252146153e-23
2022_LT,8.646488324838959e-05,2.0415087630005548e-23
2009_SE,7.981373838312885e-05,3.2318422776922915e-25
2021_DE,7.925947631102379e-05,3.160477416088281e-23
2017_LT,7.925947631102379e-05,2.453950480322843e-23
2023_LT,7.925947631102379e-05,1.594854846674116e-23
2021_LT,7.925947631102379e-05,3.3585095745502955e-23
2014_BY,7.611865790242844e-05,1.1457794268407185e-24
2008_IS,7.094554522944787e-05,1.7649552025638252e-33
2015_SM,6.568005554444979e-05,2.424417902918098e-23
2019_FR,6.244686012383693e-05,1.3939313543258508e-28
2015_BY,5.5056699162436106e-05,8.825010415058952e-25
2016_HU,5.394817501822599e-05,7.439055924768911e-26
2011_SE,5.3948175018225985e-05,1.378938052454875e-25
2004_MK,5.0253094537525575e-05,4.571106695523219e-30
2014_MK,5.0253094537525575e-05,7.216855868122809e-30
2014_SM,4.951407844138549e-05,3.0168830809562413e-23
2013_SM,4.951407844138549e-05,3.0168830809562413e-23
2012_SM,4.932932441735047e-05,2.2176649400625584e-23
2017_SM,4.77589152130528e-05,1.7313851150575142e-23
2006_CH,4.77589152130528e-05,1.376098152126145e-23
2010_IS,4.5079981864545005e-05,1.0204369138245477e-33
2010_MD,4.2862933576124756e-05,1.1599188859963656e-28
2013_NO,4.2123917479984675e-05,4.610682213038312e-15
2008_SE,3.990686919156443e-05,1.0592485015450514e-25
2011_CY,3.9167853095424346e-05,7.073561785374996e-28
2012_IS,3.8983099071389326e-05,1.1658088141654803e-33
2016_IS,3.8983099071389326e-05,1.5000597114648318e-33
2013_IS,3.8613591023319286e-05,1.0090674963192406e-33
2007_IS,3.842883699928426e-05,9.78781510018341e-34
2017_MD,3.842883699928426e-05,1.5069072594612078e-28
2019_HU,3.5472772614723936e-05,5.462665407785496e-26
2018_HU,3.4733756518583856e-05,6.457494644520044e-26
2017_HU,3.4733756518583856e-05,4.1613132036330276e-26
2009_DK,3.436424847051381e-05,5.175335174104648e-19
2013_MD,3.251670823016361e-05,1.0668291391877897e-28
2024_IL,3.251670823016361e-05,5.515853698757554e-19
2017_MT,3.233195420612859e-05,2.628639167415354e-27
2009_CY,2.9560643845603278e-05,4.68727798785835e-28
2008_CY,2.9560643845603278e-05,6.808386935023858e-28
2005_CY,2.9560643845603278e-05,3.7445970423585255e-28
2023_NO,2.8821627749463198e-05,4.75900742170573e-15
2022_FR,2.7713103605253073e-05,6.572115336741166e-29
2021_FR,2.7713103605253073e-05,6.572115336741166e-29
2009_IS,2.3648515076482623e-05,4.965301395039493e-34
2008_MT,2.217048288420246e-05,2.1956497799589526e-27
2007_MT,2.217048288420246e-05,2.8622844444292216e-27
2004_MT,2.217048288420246e-05,1.780877944961121e-27
2006_MK,2.1061958739992338e-05,7.261265965562937e-36
2019_AM,2.1061958739992338e-05,1.7467524913193833e-34
2009_EE,1.9953434595782213e-05,1.5230038456423937e-42
2014_FR,1.9214418499642133e-05,9.622378062104245e-29
2009_HU,1.9214418499642133e-05,3.9678646171289117e-26
2011_BY,1.884491045157209e-05,6.414249737860189e-25
2005_DE,1.810589435543201e-05,5.67770931556884e-24
2005_CH,1.810589435543201e-05,5.67770931556884e-24
2016_MD,1.7736386307361968e-05,1.0315678239618047e-28
2004_RU,1.7366878259291928e-05,6.289327676320894e-38
2018_GB,1.6627862163151844e-05,1.678433246619851e-34
2017_GB,1.6627862163151844e-05,1.1814953979762608e-34
2015_GB,1.6627862163151844e-05,1.6784332466198507e-34
2016_GB,1.6627862163151844e-05,1.678433246619851e-34
2010_CH,1.5519338018941723e-05,4.306358606273651e-24
2018_FR,1.5519338018941723e-05,5.335697220719861e-29
2009_MK,1.5519338018941723e-05,1.880906743260902e-30
2009_BA,1.5519338018941723e-05,2.969572528418133e-30
2015_LT,1.53345839949067e-05,1.2783417775414681e-23
2018_MK,1.4410813874731599e-05,6.817480873547223e-36
2024_AM,1.4410813874731599e-05,1.8317301736108919e-34
2024_GE,1.4410813874731599e-05,6.817480873547223e-36
2018_AM,1.4410813874731599e-05,1.8317301736108919e-34
2021_IE,1.4041305826661557e-05,3.323213621844557e-26
2015_AL,1.3302289730521476e-05,1.9772054692590483e-38
2011_ES,1.2563273634381394e-05,1.5928234112235714e-38
2004_IS,1.2563273634381394e-05,3.1337228864561884e-34
2011_EE,1.2193765586311352e-05,1.0424613600718215e-42
2017_EE,1.2193765586311352e-05,1.0424613600718215e-42
2005_EE,1.2193765586311352e-05,7.452158755383249e-43
2022_MT,1.2193765586311352e-05,9.331473159665146e-28
2018_UA,1.1824257538241312e-05,1.1055724297798729e-29
2021_UA,1.1824257538241312e-05,1.2307965068990432e-29
2016_UA,1.1824257538241312e-05,5.786261459754928e-30
2007_RU,1.1454749490171271e-05,3.760391344604715e-38
2010_BY,1.1454749490171271e-05,5.659048874822817e-38
2017_BE,1.145474949017127e-05,7.922163114341418e-31
2019_SM,1.0346225345961149e-05,2.627791959834441e-34
2023_MD,1.0346225345961147e-05,3.4248899628993067e-29
2013_BY,9.607209249821066e-06,2.9451683987931586e-33
