year,to_country_id,to_country,performer,song,place_contest,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url,manually_replaced_url,performance_id,fraction_of_total_points,fraction_of_jury_points,fraction_of_tele_points,views,upload_date,likes,comments,video_title,fraction_of_views,view_rank,point_rank,weighted_average_total_rank,point_jury_rank,point_tele_rank,spotify_popularity,notes,spotify_rank
2023,se,Sweden,Loreen,Tattoo,1,,9,,1,583,,,243,340,,,Jimmy Jansson;Jimmy Joker;Loreen;Moa Carlebecker;Peter Boström;Thomas G:son,,Tattoo\n\nI don't wanna go\nBut baby we both know\nThis is not our time\nIt's time to say goodbye\n\nUntil we meet again\n'Cause this is not the end\nIt will come a day\nWhen we will find our way\n\nViolins playing and the angels crying\nWhen the stars align then I'll be there\n\nNo I don't care about them all\n'Cause all I want is to be loved\nAnd all I care about is you\nYou stuck on me like a tattoo\n\nNo I don't care about the pain\nI'll walk through fire and through rain\nJust to get closer to you\nYou stuck on me like a tattoo\n\nI'm letting my hair down\nI'm taking it cool\nYou got my heart in your hand\nDon't lose it my friend\nIt's all that I got\n\nViolins playing and the angels crying\nWhen the stars align then I'll be there\n\nNo I don't care about them all\n'Cause all I want is to be loved\nAnd all I care about is you\nYou stuck on me like a tattoo\n\nNo I don't care about the pain\nI'll walk through fire and through rain\nJust to get closer to you\nYou stuck on me like a tattoo\n\nOh I don't care about them all\n'Cause all I want is to be loved\nAnd all I care about is you\nYou stuck on me like a tattoo\n\nI don't care about the pain\nI'll walk through fire and through rain\nJust to get closer to you\nYou stuck on me like a tattoo\n\nAll I care about is love\nOh oh oh\nAll I care about is love\n\nYou ѕtuck on me like a tаttoo,https://youtube.com/watch?v=BE2Fj0W4jP4,,2023-se,0.134022988505747,0.158434296365331,0.110254083484574,24679079,20230513,228219,43000,Loreen - Tattoo (LIVE) | EUROVISION WINNER | Sweden 🇸🇪 | Grand Final | Eurovision 2023,0.0193237578660632,13,4,8.16666666666667,2,15,83,Accurate,2
2017,pt,Portugal,Salvador Sobral,Amar Pelos Dois,1,1,11,9,1,758,1,370,376,382,197,173,Luísa Sobral,,"Se um dia alguém perguntar por mim\nDiz que vivi para te amar\nAntes de ti só existi\nCansado e sem nada p'ra dar\n\nMeu bem, ouve as minhas preces\nPeço que regresses, que me voltes a querer\nEu sei que não se ama sozinho\nTalvez devagarinho possas voltar a aprender\n\nMeu bem, ouve as minhas preces\nPeço que regresses, que me voltes a querer\nEu sei que não se ama sozinho\nTalvez devagarinho possas voltar a aprender\n\nSe o teu coração não quiser ceder\nNão sentir paixão, não quiser sofrer\nSem fazer planos do que virá depois\nO meu coração pode amar pelos dois",https://youtube.com/watch?v=Qotooj7ODCM,,2017-pt,0.155582922824302,0.156814449917898,0.154351395730706,14473388,20170513,140994,14000,Salvador Sobral - Amar Pelos Dois (Portugal) LIVE at the 2017 Eurovision Song Contest,0.0113326856814059,18,1,8.41666666666667,3,3,54,Accurate,20.5
2013,dk,Denmark,Emmelie de Forest,Only Teardrops,1,1,18,5,1,281,1,167,281,281,,,Julia Fabrin Jakobsen;Lise Cabble;Thomas Stengaard,,"The sky is red tonight\nWe're on the edge tonight\nNo shooting star to guide us\n\nEye for an eye, why tear each other apart?\nPlease tell me why, why do we make it so hard?\nLook at us now, we only got ourselves to blame\nIt's such a shame\n\nHow many times can we win and lose?\nHow many times can we break the rules?\nBetween us – only teardrops\n\nHow many times do we have to fight?\nHow many times till we get it right?\nBetween us – only teardrops\n\nSo come and face me now\nHere on the stage tonight\nLet's leave the past behind us\n\nEye for an eye, why tear each other apart?\nPlease tell me why, why do we make it so hard?\nLook at us now, we only got ourselves to blame\nIt's such a shame\n\nTell me\nHow many times can we win and lose?\nHow many times can we break the rules?\nBetween us – only teardrops\n\nHow many times do we have to fight?\nHow many times till we get it right between us?\nOnly teardrops\n\n(Tell me now) What's gone between us has come between us\nOnly teardrops\n(Tell me now) What's gone between us has come between us\n\nHow many times can we win and lose?\nHow many times can we break the rules?\nBetween us – only teardrops\n\nHow many times do we have to fight?\nHow many times till we get it right?\nBetween us – only teardrops, only teardrops\nOh... only teardrops, only teardrops\n\nHow many times can we win and lose?\nHow many times can we break the rules?\nBetween us – only teardrops\n\nHow many times do we have to fight?\nHow many times till we get it right?\nBetween us – only teardrops",https://youtube.com/watch?v=p3f9v8ebuD4,,2013-dk,0.124226348364279,0.124226348364279,0.124226348364279,4343168,20130518,24313,4300,Emmelie de Forest - Only Teardrops (Denmark) - LIVE - 2013 Grand Final,0.00657678278145605,26,7,8.5,3,6,55,Accurate,7
2005,gr,Greece,Helena Paparizou,My Number One,1,,19,,1,230,,,,,,,Christos Dantis,Christos Dantis;Natalia Germanou,"You're my lover\nUndercover\nYou're my sacred passion and I have no other\n\nYou're delicious\nSo capricious\nIf I find out you don't want me, I'll be vicious\n\nSay you love me\nAnd you'll have me\nIn your arms forever and I won't forget it\n\nSay you miss me\nCome and kiss me\nTake me up to heaven and you won't regret it\n\nYou are the one\nYou're my number one\nThe only treasure I'll ever have\nYou are the one\nYou're my number one\nAnything for you 'cause you're the one I love\n\nYou're my lover\nUndercover\nYou're my sacred passion and I have no other\n\nYou're a fire\nAnd desire\nWhen I kiss your lips, you know, you take me higher\n\nYou're addiction\nMy conviction\nYou're my passion, my relief, my crucifixion\n\nNever leave me\nAnd believe me\nYou will be the sun into my raining season\n\nNever leave me\nAnd believe me\nIn my empty life you'll be the only reason\n\nYou are the one\nYou're my number one\nThe only treasure I'll ever have\nYou are the one\nYou're my number one\nAnything for you 'cause you're the one I love\n\nYou're my lover\nUndercover\nYou're my sacred passion and I have no other\n\nYou are the one\nYou're my number one\nThe only treasure I'll ever have\nYou are the one\nYou're my number one\nAnything for you 'cause you're the one I love\n\nYou're my lover\nUndercover\nYou're my sacred passion and I have no other",https://youtube.com/watch?v=ghQZojJWxKI,,2005-gr,0.101679929266136,,,4882220,20111127,23545,2000,Helena Paparizou - My Number One (Greece) 2005 Eurovision Song Contest,0.0147921784400001,16,9,8.83333333333333,,,60,Accurate,1
2006,ba,Bosnia & Herzegovina,Hari Mata Hari,Lejla,3,0,13,22,3,229,2,267,,,,,Željko Joksimović,Dejan Ivanović;Fahrudin Pecikoza-Peca,"Niz polje vjetar miriše\nI bol me prati kao sjena\nDa l' negdje za mnom uzdišeš?\nGdje si od mene sakrivena?\n\nU kosu stavi ruzmarin\nI jedan cvijet kraj šadrvana\nLejla, zar bi mogla ti drugog voljeti?\n\nAko te sutra zaprose\nZnaj tamo neću biti ja\nLako se tuge oproste\nAl' samo ljubav nikada\n\nZar bi mogla ti drugog voljeti?\n\nGolube, moj golube\nNosi joj suze mjesto pjesme\nJa odlazim k'o da sam kriv\nŠto voljeh onu koju ne smijem\n\nGolube, moj golube\nNosi joj suze mjesto pjesme\nOdlazim k'o da sam kriv\nŠto voljeh tebe koju ne smijem\n\nŠto voljeh tebe, Lejla\n(Golube, moj golube)",https://youtube.com/watch?v=SXlIN3mcsH4,,2006-ba,0.103901996370236,,,10121768,20111226,60640,4800,Hari Mata Hari - Lejla - Bosnia and Herzegovina - Grand Final - Eurovision 2006,0.0306669913244965,10,8,9.16666666666667,,,39,"Fixed, 0 was incorrect",13
2021,it,Italy,Måneskin,Zitti e buoni,1,,24,,1,524,,,318,206,,,Damiano David;Ethan Torchio;Thomas Raggi;Victoria De Angelis,,"Zitti e buoni\n\nLoro non sanno di che parlo\nVestiti sporchi fra' di fango\nGiallo di siga' fra le dita\nIo con la siga' camminando\n\nScusami ma ci credo tanto\nChe posso fare questo salto\nAnche se la strada è in salita\nPer questo ora mi sto allenando\n\nE buonasera signore e signori\nFuori gli attori\nVi conviene non fare più errori\nVi conviene stare zitti e buoni\nQui la gente è strana tipo spacciatori\n\nTroppe notti stavo chiuso fuori\nMo' li prendo a calci 'sti portoni\nSguardo in alto tipo scalatori\nQuindi scusa mamma se sto sempre fuori, ma\n\nSono fuori di testa ma diverso da loro\nE tu sei fuori di testa ma diversa da loro\nSiamo fuori di testa ma diversi da loro\nSiamo fuori di testa ma diversi da loro\n\nIo, ho scritto pagine e pagine\nHo visto sale poi lacrime\nQuesti uomini in macchina\nNon scalare le rapide\n\nScritto sopra una lapide\nIn casa mia non c'è Dio\nMa se trovi il senso del tempo\nRisalirai dal tuo oblio\n\nE non c'è vento che fermi\nLa naturale potenza\nDal punto giusto di vista\nDel vento senti l'ebrezza\n\nCon ali in cera alla schiena\nRicercherò quell'altezza\nSe vuoi fermarmi ritenta\nProva a tagliarmi la testa perchè\n\nSono fuori di testa ma diverso da loro\nE tu sei fuori di testa ma diversa da loro\nSiamo fuori di testa ma diversi da loro\nSiamo fuori di testa ma diversi da loro\n\nParla la gente purtroppo\nParla non sa di che cosa parla\nTu portami dove sto a galla\nChe qui mi manca l'aria\nParla la gente purtroppo\nParla non sa di che cosa parla\nTu portami dove sto a galla\nChe qui mi manca l'aria\n\nParla la gente purtroppo\nParla non sa di che cosa parla\nTu portami dove sto a galla\nChe qui mi manca l'aria\n\nSono fuori di testa ma diverso da loro\nE tu sei fuori di testa ma diversa da loro\nSiamo fuori di testa ma diversi da loro\nSiamo fuori di testa ma diverѕi dа loro",https://youtube.com/watch?v=RVH5dn1cxAQ,,2021-it,0.115826702033599,0.0910698496905393,0.140583554376658,105824257,20210522,1686272,98000,Måneskin - Zitti E Buoni - Italy 🇮🇹 - Grand Final - Eurovision 2021,0.0828605605024421,1,8,10.3333333333333,20,7,75,"Was 61, another version had higher value",7
2015,ru,Russia,Polina Gagarina,A Million Voices,2,1,25,12,2,303,1,182,286,247,,,Gabriel Alares;Joakim Björnberg;Katrina Noorbergen;Leonid Gutkin;Vladimir Matetsky,,We are the world's people\nDifferent yet we're the same\nWe believe\nWe believe in a dream\n\nPraying for peace and healing\nI hope we can start again\nWe believe\nWe believe in a dream\n\nSo if you ever feel love is fading\nTogether like the stars in the sky\nWe can sing\nWe can shine\n\nWhen you hear our voices call\nYou won't be lonely anymore\nA million voices\nYour heart is like a beating drum\nBurning brighter than the sun\nA million voices\n\nNow as the world is listening\nFrom cities and satellites\nWe believe\nWe believe\nIn a dream\n\nIf you ever feel love is fading\nTogether like the stars in the sky\nWe can sing\nWe can shine\n\nWhen you hear our voices call\nYou won't be lonely anymore\nA million voices\nYour heart is like a beating drum\nBurning brighter than the sun\nA million voices\n\nWhen I look around at these faces\nI can see the stars in the sky\nWe will sing\nWe will shine\n\n(When you hear our voices call\nYou won't be lonely anymore)\nA million voices\n\nSinging out\nSinging out\nOoh\nSinging out\nSinging out\nOoh\nSinging out\nA million voices\n\nSinging out\nSinging out\nOoh\nSinging out\nSinging out\nOoh\nSinging out\nA million voices\n\nA million voices,https://youtube.com/watch?v=Q2gbKglCL5s,,2015-ru,0.130603448275862,0.0961089494163424,0.123275862068966,32890069,20150519,297104,24000,Polina Gagarina - A Million Voices (Russia) - LIVE at Eurovision 2015: Semi-Final 1,0.0498048520066692,4,5,10.6666666666667,10,7,1,Unreliable,26
2024,ch,Switzerland,Nemo,The Code,1,,21,,1,591,,,226,365,,,Benjamin Jon Alasu;Lasse Midtsian Nymann;Linda Dale;Nemo Mettler,,"The Code\n\nWelcome to the show, let everybody know\nI'm done playing the game, I'll break out of the chains\nYou better buckle up, I'll pour another cup\nThis is my bohème, so drink it up, my friend\n\nUh, uhh\nThis story is my truth\n\nI, I went to hell and back to find myself on track\nI broke the code, oh ohh\nLike ammonites, I just gave it some time\nNow I found paradise\nI broke the code, oh ohh\n\nLet me tell you a tale about life\n'Bout the good and the bad, better hold on tight\nWho decides what's wrong, what's right\nEverything is balance, everything's light\nI got so much on my mind and I been awake all night\nI'm so pumped, I'm so psyched\nIt's bigger than me, I'm getting so hyped, like\n\nUhh\nLet me taste the lows and highs\nUhh\nLet me feel that burning fright\nThis story is my truth\n\nI, I went to hell and back to find myself on track\nI broke the code, oh ohh\nLike ammonites, I just gave it some time\nNow I found paradise\nI broke the code, oh ohh\n\nSomewhere between the 0's and 1's\nThat's where I found my kingdom come\nMy heart beats like a…\nSomewhere between the 0's and 1's\nThat's where I found my kingdom come\nMy heart beats like a drum\n\nI, I went to hell and back to find myself on track\nI broke the code, oh ohh\nLike ammonites, I just gave it some time\nNow I found parаdiѕe\nI broke the code, oh ohh",https://youtube.com/watch?v=CO_qJf-nW0k,,2024-ch,0.135862068965517,0.170083876980429,0.102540834845735,20414230,20240511,247318,51000,Nemo - The Code (LIVE) | Switzerland🇨🇭| Grand Final | Eurovision 2024,0.0159843743578164,15,3,10.6666666666667,1,23,85,Accurate,1
2004,tr,Turkey,Athena,For Real,4,,22,,4,195,,,,,,,Gökhan Özoğuz;Hakan Özoğuz,,"Oh... come on up, come on up, come on up now\nWhat you doin', what you waitin' for?\nOh... it's time to push it, break it, rush it\nDon't ever let life pass you by\n\nAll I know is you don't want to be part of the crowd\nRealise yourself\n\nYou say it but don't feel it\nWhat you sayin' has no meanin'\nDon't hide your soul\nFor real, I'm for real\nCome on up\n\nI wanna bring you up\nI wanna bring you up\nI wanna bring you up\nI wanna bring you up\nDo you want? Do you want?\nUp, I wanna bring you up, up\nI wanna bring you up\n\nPlease, please, no questions, no answers\nNo more running around in circles\nAre you in? Are you out?\nDo you know your way out?\nLet me take you up in the sky\n\nFor real, I'm for real\nCome on up\n\nI wanna bring you up\nI wanna bring you up\nI wanna bring you up\nI wanna bring you up\nDo you want? Do you want?\nUp, I wanna bring you up, up\nI wanna bring you up\n\nI wanna bring you up\nI wanna bring you up\nI wanna bring you up\nI wanna bring you up\nDo you want? Do you want?\nUp, I wanna bring you up, up\nI wanna bring you...\n\nCome on, come on\nRisin' up now, risin' up now",https://youtube.com/watch?v=pipamUl14A4,,2004-tr,0.0933908045977011,,,12318604,20130225,92803,8800,Athena - For Real - Türkiye 🇹🇷 - Grand Final - Eurovision 2004,0.0373229777641523,7,11,10.9166666666667,,,38,"Fixed, 20 was for a lower streamed version",14.5
2010,de,Germany,Lena,Satellite,1,,22,,1,246,,,243,187,,,John Gordon;Julie Frost,,"I went everywhere for you\nI even did my hair for you\nI bought new underwear, they're blue\nAnd I wore 'em just the other day\n\nLove, you know I'll fight for you\nI left on the porch light for you\nWhether you are sweet or cool\nI'm gonna love you either way\n\nLove, oh love, I gotta tell you how I feel about you\n'Cause I, oh I, can't go a minute without your love\nLike a satellite, I'm in orbit all the way around you\nAnd I would fall out into the night\nCan't go a minute without your love\n\nLove, I got it bad for you\nI saved the best I have for you\nYou sometimes make me sad and blue\nWouldn't have it any other way\n\nLove, my aim is straight and true\nCupid's arrow is just for you\nI even painted my toenails for you\nI did it just the other day\n\nLove, oh love, I gotta tell you how I feel about you\n'Cause I, oh I, can't go a minute without your love\nLike a satellite, I'm in orbit all the way around you\nAnd I would fall out into the night\nCan't go a minute without your...\nLove, oh love, I gotta tell you how I feel about you\n'Cause I, oh I, can't go a minute without your love\n\nWhere you go, I follow\nYou set the pace, we'll take it fast and slow\nI'll follow in your way\nYou got me, you got me\nA force more powerful than gravity\nIt's physics, there's no escape\n\nLove, my aim is straight and true\nCupid's arrow is just for you\nI even painted my toenails for you\nI did it just the other day\n\nLove, oh love, I gotta tell you how I feel about you\n'Cause I, oh I, can't go a minute without your love\nLike a satellite, I'm in orbit all the way around you\nAnd I would fall out into the night\nCan't go a minute without your...\nLove, oh love, I gotta tell you how I feel about you\n'Cause I, oh I, can't go a minute without your love\nLove, love, love, love, love",https://www.youtube.com/watch?v=7pL9vdpSvnY,yes,2010-de,0.108753315649867,0.0826702033598585,0.107001321003963,14249134,20160921,124263,34000,Lena - Satellite | Germany 🇩🇪 | Grand Final | Eurovision 2010,0.0215772125650815,11,9,11,17,9,64,"Fixed, 0 was incorrect",3
2021,fr,France,Barbara Pravi,Voilà,2,,20,,2,499,,,251,248,,,Barbara Pravi;Igit,Barbara Pravi;Igit;Lili Poe,"Voilà\n\nÉcoutez moi\nMoi la chanteuse à demi\nParlez de moi\nÀ vos amours, à vos amis\nParler leur de cette fille aux yeux noirs et de son rêve fou\nMoi c'que j'veux c'est écrire des histoires qui arrivent jusqu'à vous\nC'est tout\n\nVoilà, voilà, voilà, voilà qui je suis\nMe voilà même si mise à nue j'ai peur, oui\nMe voilà dans le bruit et dans le silence\n\nRegardez moi, ou du moins ce qu'il en reste\nRegardez moi, avant que je me déteste\nQuoi vous dire, que les lèvres d'une autre ne vous diront pas\nC'est peu de chose mais moi tout ce que j'ai je le dépose là, voilà\n\nVoilà, voilà, voilà, voilà qui je suis\nMe voilà même si mise à nue c'est fini\nC'est ma gueule c'est mon cri, me voilà tant pis\nVoilà, voilà, voilà, voilà juste ici\nMoi mon rêve mon envie, comme j'en crève comme j'en ris\nMe voilà dans le bruit et dans le silence\n\nNe partez pas, j'vous en supplie restez longtemps\nÇa m'sauvera peut-être pas, non\nMais faire sans vous j'sais pas comment\nAimez moi comme on aime un ami qui s'en va pour toujours\nJ'veux qu'on m'aime parce que moi je sais pas bien aimer mes contours\n\nVoilà, voilà, voilà, voilà qui je suis\nMe voilà même si mise à nue c'est fini\nMe voilà dans le bruit et dans la fureur aussi\nRegardez moi enfin et mes yeux et mes mains\nTout c'que j'ai est ici, c'est mа gueule c'eѕt mon cri\nMe voilà, me voilà, me voilà\nVoilà, voilà, voilà, voilà\n\nVoilà",https://youtube.com/watch?v=Unj9WbeLzRU,,2021-fr,0.110300618921309,0.109637488947834,0.110963748894783,25236667,20210522,428831,31000,Barbara Pravi - Voilà - LIVE - France 🇫🇷 - Grand Final - Eurovision 2021,0.0197603501514165,12,9,11.0833333333333,9,14,72,Accurate,8.5
2024,hr,Croatia,Baby Lasagna,Rim Tim Tagi Dim,2,,23,,2,547,,,337,210,,,Marko Purišić,,"Rim Tim Tagi Dim\n\nAy, I'm a big boy now\nI'm ready to leave, ciao, mama, ciao\nAy, I'm a big boy now\nI'm going away and I sold my cow\nBefore I leave, I must confess\nI need a round of decompress\nOne more time for all the good times\nRim tim tagi digi dim tim tim\n\nGonna miss you all but mostly the cat\nGonna miss my hay, gonna miss my bed\nMost of all, I'ma miss the dance\nSo come on y'all, let us prance\n\nNow don't call, don't write\nI'm leavin' with the first light\nDon't cry, but dance\nRim tim tagi digi dim tim tim\n\nThere's no going back\nMy presence fades to black\nYeah, there's no going back\nMy anxiety attacks\nRim tim tagi digi dim tim tagi digi\n\nI hope I find peace in the noise\nWanna become one of them city boys\nThey're all so pretty and so advanced\nMaybe they also know our dance\n\nBye mom, bye dad\nMeow, cat, please meow back\nDon't cry, just dance\nRim tim tagi digi dim tim tim\n\nThere's no going back\nMy presence fades to black\nYeah, there's no going back\nMy anxiety attacks\nRim tim tagi digi dim tim tagi digi\n\nThere's no going back\nMy presence fades to black\nThere's no going back\nMy anxiety attacks\nRim tim tagi digi dim tim tagi digi\n\nThere's no going back\nMy presence fades to black\nYeah, there's no going back\nMy anxiety attackѕ\nRim tim tagi digi dim tim tаgi digi dim",https://youtube.com/watch?v=YIBjarAiAVc,,2024-hr,0.125747126436782,0.097856477166822,0.152903811252269,12087316,20240511,247383,23000,Baby Lasagna - Rim Tim Tagi Dim (LIVE) | Croatia 🇭🇷 | Grand Final | Eurovision 2024,0.00946438753385376,24,6,11.5,17,4,82,Accurate,3
2019,nl,Netherlands,Duncan Laurence,Arcade,1,2,12,16,1,498,1,280,261,237,140,140,Duncan de Moor;Joel Sjöö;Wouter Hardy,,"A broken heart is all that's left\nI'm still fixing all the cracks\nLost a couple of pieces when\nI carried it, carried it, carried it home\n\nI'm afraid of all I am\nMy mind feels like a foreign land\nSilence ringing inside my head\nPlease, carry me, carry me, carry me home\n\nI spent all of the love I saved\nWe were always a losing game\nSmall-town boy in a big arcade\nI got addicted to a losing game\n\nAah, aah\nOoh, ooh\nAll I know, all I know\nLoving you is a losing game\n\nHow many pennies in the slot?\nGiving us up didn't take a lot\nI saw the end before it begun\nStill I carried, I carried, I carry on\n\nAah, aah\nOoh, ooh\nAll I know, all I know\nLoving you is a losing game\n\nAah, aah\nOoh, ooh\nAll I know, all I know\nLoving you is a losing game\n\nI don't need your games, game over\nGet me off this rollercoaster\n\nAah, aah\nOoh, ooh\nAll I know, all I know\nLoving you is a losing game\n\nAah, aah\nOoh, ooh\nAll I know, all I know\nLoving you is a losing game",https://youtube.com/watch?v=R3D-r4ogr7s,,2019-nl,0.10470984020185,0.099663582842725,0.109756097560976,42151530,20190518,621034,25000,Duncan Laurence - Arcade - 🇳🇱 Netherlands - Grand Final - Eurovision 2019,0.0330047146169474,5,13,12.1666666666667,15,16,77,Accurate,6
